attraction_id,attraction,description,duration,images
641,https://tripadvisor.ca/AttractionProductDetail-g154998-d16667030-Niagara_Falls_Tour_Boat_Cruise-Niagara_Falls_Ontario.html,"If youâ€™re not satisfied with seeing the Niagara Falls from a faraway lookout, get right up close and see it towering over you on this full-day tour package. This tour on the Canadian side of the Falls ends with a cruise on the exclusive Hornblower Cruise. Get dramatic photos from right up next to the Falls as you cruise on by. During the rest of the day, explore local landmarks like the Living Water Wayside Chapel and the Niagara Whirlpool.
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0e/0e/e7.jpg"");"
642,https://tripadvisor.ca/AttractionProductDetail-g155019-d15854259-Private_Tour_from_Toronto_to_Niagara_on_the_Lake-Toronto_Ontario.html,"Enjoy a private tour to the Niagara Region to explore the rich heritage of the town. Drive along the famous Niagara Parkway with rows of vineyards, local farms, markets and Victorian homes. Enjoy a farm to table lunch in the town or at a local winery, than savor some local wine.

Customize the day to your liking.
Read more",7h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e6/ff/22.jpg"");"
643,https://tripadvisor.ca/AttractionProductDetail-g155033-d15678762-VIP_Private_Car_Tour_Falls_Island_of_Orleans_the_all_but_the_Basilica_tour-Quebec_City_Quebec.html,"Private, personalised, customised, exclusively for you, by Brian, your independent, self-employed, Â«raconteurÂ»/guide. 

On this 7hr, no stress, no regrets tour, time will fly, as you gently bathe in the French Canadian culture, with a sprinkling of history/architecture and discover gems that tourists never find. You will sample local delicacies/wines at charming family businesses and have a lovely lunch, in a breathtaking waterfront setting. 

In the Old City, you will marvel at sites that earned our UNESCO World Treasure designation, retrace 500 years of North American history, gain a new perspective on the French Indian War/American War of Independence, learn why the British and Americans desperately wanted QuÃ©bec.

By adding another hour and a few dollars, Brian will take you Ste-anne-de-beauprÃ© basilica, where, using audio equipment, he will provide a private/discreet tour of that world renowned shrine (wheelchair accessible).
Read more",7h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3a/0d/c3.jpg"");"
644,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16753241-Bachelorette_Wine_Tours_West_Kelowna_Wine_Tour_3_hrs-Big_White_Okanagan_Valley_British_Columbia.html,"Enjoy a fun and festive way to celebrate your bachelorette on this private wine-tasting excursion. Pick from multiple convenient departure times to suit your groupâ€™s schedule, hop aboard your air-conditioned vehicle, and leave all the driving and logistics to someone else. Youâ€™ll discover three highlight wineries of the Okanagan Valley, including artisanal, organic operations. Enjoy numerous tastes as you go, and enjoy the celebratory atmosphere.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/1e/bd/90.jpg"");"
645,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16722602-Red_HOT_Mingle_Night-Big_White_Okanagan_Valley_British_Columbia.html,"Ready for FUN? Making GRAPE friends and having fun! 

Learn a bit, open your senses to some amazing flavours... Bring your FUN and we will bring our FUN too! 

So dress up, come out with us, and have fun!

This is a 3 hour - 3 stops and off to the Okay Corral.

1. Pub Crawl   

Nightlife in Kelowna. Let's get this party started with a pitcher (4 glasses) on us at the first pub stop. 

Then of to the Pubs, we let you loose to have fun and enjoy your friend's company then at the end of the night we drive you home!

A private or semi-private tour 
Included water, snacks & tasting fees at the winery are included in your tour fee.
Read more",3â€“4 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/8c/6c.jpg"");"
646,https://tripadvisor.ca/AttractionProductDetail-g154944-d16722660-Pedal_Pub_Crawl_Downtown_Victoria-Vancouver_Island_British_Columbia.html,"Sup your way around downtown Victoria and explore the city through its welcoming bars and pubs on this cycling pub crawl. With the music playing, hop aboard your pedal-powered barrel-table, and spin to welcoming hostelries such as the Canoe Brewpub and Belleville's Watering Hole & Diner with your guide. Enjoy happy hour prices on your pints, with reserved seating at each stop and tasty treats to savor along the way.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0a/da/aa.jpg"");"
647,https://tripadvisor.ca/AttractionProductDetail-g154943-d16643454-Expert_Led_Vancouver_Food_Market_Tour-Vancouver_British_Columbia.html,"Granville Island's public market is a top Vancouver attraction but, rather than wandering around alone, you can get an in-depth experience with this chef-led food tour. Learn about the history of the site and stroll its stalls to sample many of the island's best waresâ€”local salmon from a top fishmonger, artisanal cheese, and more. Finally, finish with oysters or fish, admiring stunning views of the city.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/04/36/be.jpg"");"
648,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16647506-Girls_just_want_to_have_Fun-Big_White_Okanagan_Valley_British_Columbia.html,"Girls just want to have fun! -Tour! | with food - options 2 prices

A toast to the bride will kick off this incredible day! Visit 3 to 4 fun wineries for complimentary tastings, pictures in the vineyards, meet a winemaker or owner and make lots of memorable moments. Relax an enjoy appetizers out on the patio along with a wine tasting or enjoy a picnic-style lunch outside. With a group of 8 or more, the bride goes FREE and will be surprised with a special treat along the tour. 

Options: Additional time, We have a lunch stop available for an extra charge per hour. 
*Lunch is at your own expense
*Additional fee for night shuttles 

With us, itâ€™s all about you!

PS. 
Please let us know if you prefer other wineries we can match you with other tours that best fit your group. 
There are 2 prices posted here at TripAdvisor, Tour price & Option price, depending on the time we might be able to do 4 wineries. Please by both options if you want meal stop.
Read more",3â€“4 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0a/4d/55.jpg"");"
650,https://tripadvisor.ca/AttractionProductDetail-g155033-d16795613-Traditional_day_in_a_maple_grove_in_Quebec-Quebec_City_Quebec.html,"Package for a group of 4 people, live a day in a real maple grove! Participate in a maple syrup harvesting and manufacturing experience and experience a unique moment in a typical maple grove in Canada. Learn the whole process of making maple syrup, take a snowshoe walk to check the tubing and boilers, boil the sap yourself over a wood fire and harvest your bottle of syrup. Pancake meal at the sugar shack included.
Read more",24h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/20/6e/1f.jpg"");"
651,https://tripadvisor.ca/AttractionProductDetail-g155025-d16795612-Native_American_discoveries_and_overnight_stay_in_prospector_s_tent-Quebec.html,"Amishk Native American village offers you a rich fauna and a flora boreal, transporting you in the great nature of Quebec. You will come across Native Americans from the Innu nations, Atikamekw, Cree and / or Anishnabe. Do you want to live and experience adventures in the forest with an age-old understanding of our natural environment? So Amishk is for you! Winner 2017, Excellence in Tourism Award, Best Company of the Year in Innovation in Quebec. INCLUSIONS: Private accommodation in prospector's tent. Sleeping bag, pillow and hostel sheet or tent square (full bedding) for one night. Includes the services of an Aboriginal guide, two meals per person and ATV transfers (side-by-side). Access to all equipment and activities available on the site.
Read more",2 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/20/6f/21.jpg"");"
652,https://tripadvisor.ca/AttractionProductDetail-g155019-d16654449-Cowbell_Express_Beer_Tour-Toronto_Ontario.html,"Grab your friends and get onboard the Cowbell Express for a Road Trip to the Cowbell Farm! 

Cowbell Brewing Co., located on 120-acres of beautiful farmland in Blyth, Huron County, is unlike anything else in Canada. This family-friendly, fully-accessible restaurant and destination craft brewery features authentic timber frame barn architecture, state-of-the-art brewhouse, local farm-to-table restaurant and a unique brewhouse-view bar serving fresh Cowbell craft beer.

â— Luxury Coach 

â— Welcome Bag 

â— Stories, Games and Fun Onboard 

â— VIP Guided Tour of Brewery 

â— Beer 101 with a Cowbell Brewer 

â— Flight of Delicious Cowbell Beer 

â— Three-Course Truly Local Farm-to-Table Meal 

â— Fresh Air and Open Spaces â€“ No Extra Charge! 
Read more",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0b/a0/8b.jpg"");"
653,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16702556-High_Spirited_two_day_wine_adventure-Big_White_Okanagan_Valley_British_Columbia.html,"A two day adventure allows guests to visit different wine regions and see how the landscape changes. Boutique, Estate and Commercial estate wineries are yours to view. Taste wines that are the same variety but from different wine regions. Your guide will showcase top wineries and assist you in wine selections. This is a great tour for wine lovers plus the scenery is amazing as well..
Read more",2 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/12/6a/a6.jpg"");"
655,https://tripadvisor.ca/AttractionProductDetail-g154945-d16702896-6_pm_tour-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"This small group tour allows visitors to experience the spirit of Victoria BC while enjoying a full course gourmet dinner along the way. There will be three walking tours between venues, allowing for a unique look at our wonderful city. Guests will be escorted and introduced to a variety of uniquely local food, wine, and beer and will see the sights during an enchanting evening. 

Complimentary transportation to and from the Ogden Point cruise terminal or a local hotel can be arranged upon request.

Gratuities are not included in the price and are optional.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/16/cc/2d.jpg"");"
656,https://tripadvisor.ca/AttractionProductDetail-g1973465-d15787556-Wine_Tasting_Tours-Big_White_Okanagan_Valley_British_Columbia.html,"One of Canadaâ€™s largest wine regions, the Okanagan Valley is a culinary hotspot and a scenic getaway from the big city. Instead of trying to work out which wineries to visit from websites and guidebooks, get a first-hand experience of the Valley with this half-day winery tour. If you do have a winery you want to visit, though, thatâ€™s no problem: each winery tour is totally customizable. Enjoy sumptuous complimentary tastings at each winery, and other behind-the-scenes experiences like a vineyard walk.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/23/2a/a4.jpg"");"
658,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16741970-Full_Day_Private_Or_Custom_Wine_Tours_Naramata_Wine_Region_For_Up_To_10_People-Big_White_Okanagan_Valley_British_Columbia.html,"One Of The Top-Rated Kelowna Wine Tours Companies.

$999 Private Wine Tours For Up To 10 People.

Visit Our Pre-Selected Wineries Or Visit Wineries Of Your Choice.

Owners-tour operators with a close connection to a number of winery operators that offer excellence in hospitality, wine education, and winemaking.

Arthur, a former helicopter mechanic, is your tour guide and designated driver. One of the most safety conscious tour operators on the road with ""seven-stars"" concierge service.
Read more",5â€“7 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/1b/af/7e.jpg"");"
662,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16703339-Kelowna_Wine_Tours_Event_5_hours-Big_White_Okanagan_Valley_British_Columbia.html,"Variety of hidden gem wineries. Fun, historic, handcrafted wines. Explore this unique valley with lake views while engaging with amazing wine staff, winemakers or owners. This memorable 5 hour 4 winery wine tour will offer you a ""grape"" experience with a personal top rated tour guide. With us it is all about you!!!
Read more",45m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/11/af/e4.jpg"");"
663,https://tripadvisor.ca/AttractionProductDetail-g1973465-d16703337-West_Kelowna_Wine_Tour_5_hours-Big_White_Okanagan_Valley_British_Columbia.html,"Hands on personal experiences due to the close partnership with wineries. It is a real pleasure to showcase these world class wines & wineries and share this with you. Our high quality wine tour leaves guests with many stories to share with friends and family. Personalized, fun, tasteful.
Read more",45m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/11/b3/ce.jpg"");"
664,https://tripadvisor.ca/AttractionProductDetail-g154998-d11473446-Niagara_Wine_Tasting_and_3_Course_Dinner-Niagara_Falls_Ontario.html,"Discover Niagara, the birthplace of Ontario's modern wine industry, on this guided wine-tasting tour. Sample some of the area's world-class, award-winning wines. Visit three separate wineries with select tastings at each. Learn how wine is made â€” from vine to wine â€” and take a stroll through the local vineyards. Then enjoy a 3-course, gourmet dinner at one of the winery restaurants. Hotel pickup and drop-off is included from Niagara-on-the-Lake or Niagara Falls accommodations.
Read more",5h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6b/8d/a8.jpg"");"
666,https://tripadvisor.ca/AttractionProductDetail-g155032-d11451461-Flavors_of_Old_Montreal_Walking_Tour-Montreal_Quebec.html,"Taste your way through Old Montreal on a gourmet walking tour that includes tastings at five destinations in the historic neighborhood. From French baked goods to coffee, cheese, and smoked meats, itâ€™s a delicious introduction to local cuisine. By enjoying small bites instead of a sit-down meal, youâ€™ll get a unique overview of the cityâ€™s most beloved flavors.
Read more",2h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/22/33/1e.jpg"");"
668,https://tripadvisor.ca/AttractionProductDetail-g1973465-d15045384-West_Kelowna_Wine_Tour-Big_White_Okanagan_Valley_British_Columbia.html,"The Okanagan Valley wine region is best explored on a winery tour. This 4-hour experience is tailored to wine lovers who wish to seek out hidden gems selected by a guide. Choose among several departure times, with pickup available, and be whisked away to explore the landscapes of West Kelowna. Wine tasting fees and a picnic lunch are included.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/a0/96.jpg"");"
670,https://tripadvisor.ca/AttractionProductDetail-g1973465-d12472552-4_Hour_Okanagan_Valley_Wine_Tasting_Tour_of_the_Kelowna_Lakeshore_Wine_Route-Big_White_Okanagan_Valley_British_Columbia.html,"If you want to visit wineries in Kelowna, you typically need to plan an itinerary, make reservations, and drive yourself between the vineyards. Don't bother planning a thing with this guided tour, where you're whisked in a Mercedes van through the scenic Okanagan Valley. Enjoy stops at several wineries where you can learn about wine production, sip local wines, and enjoy a great value with tasting fees included.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/79/fc.jpg"");"
671,https://tripadvisor.ca/AttractionProductDetail-g154998-d15040060-Half_Day_Wine_Cheese_Tour_Niagara_On_The_Lake_Wine_Tour-Niagara_Falls_Ontario.html,"Discover the highlights of Canadaâ€™s burgeoning Niagara wine region on this engaging, small-group tour. Meet your guide directly at your Niagara Falls or Niagara-on-the-Lake accommodation, and travel in a comfortable minibus. Youâ€™ll visit three or four top-rated local wineries. Enjoy numerous tastes at each, discover how wine is made, tour the vineyards, and even enjoy a wine-and-cheese pairing at one of the stops. At the end of your adventure, return directly to your hotel.
Read more",4â€“5 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/6c/16/d2.jpg"");"
672,https://tripadvisor.ca/AttractionProductDetail-g154918-d14081049-Jasper_Food_Tour-Jasper_Jasper_National_Park_Alberta.html,"Show your foodie side some love on this walking food tour of Jasper. The mountain town has come a long way from itâ€™s humble beginnings without losing sight of what makes it special. The same can be said for the restaurant scene, and this is the perfect chance to explore it! Spend about three hours visiting four restaurants, sampling a specialty of the house dish and boozy beverage.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/1c/e1.jpg"");"
673,https://tripadvisor.ca/AttractionProductDetail-g155019-d14911453-Diversity_of_Scarborough_Food_Tour-Toronto_Ontario.html,"Multicultural Scarborough is home to some of Torontoâ€™s most diverse and delicious eatsâ€”and this small-group, neighborhood tour makes it simple to discover the areaâ€™s tastiest highlights. Meet your guide just before lunch, and be sure to come hungry: youâ€™ll visit six independent businesses that represent different culinary traditions, from Sri Lankan and Trinidadian to Greek and Tanzanian, and enjoy samples at each. As you go, learn more about the areaâ€™s heritage.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/86/66.jpg"");"
674,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103294-Best_of_Victoria_Food_Tour-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"Gourmands that want to taste their way around Victoria should look no further than this foodie-friendly tour that's all about eating local. As you explore the city on foot, enjoy stops to sample some of the best local cuisine, from barbecue to local produce, with stops at Victoria's cafÃ©s and restaurants. With all tastings includedâ€”and a guide to lead the wayâ€”this tour offers a great introduction to Victoria.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/ed/95.jpg"");"
675,https://tripadvisor.ca/AttractionProductDetail-g155032-d11448821-Christmas_Walking_Tour_in_Old_Montreal-Montreal_Quebec.html,"Experience the beauty of Montreal in the festive holiday season on this 1.5-hour Christmas walking tour in Old Montreal. Wander through the historic streets with your guide, and gain insight into the cityâ€™s customs and traditions. Discover top attractions such as the World Trade Centerâ€™s Santa Claus exhibit. Visit the two-story Bonsecours Market, and browse the displays of local artwork, jewelry and crafts in search of Christmas presents for friends and family. During your tour, marvel at delightful festive decorations among the twinkling lights of Old Montreal.
Read more",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0c/0d/9b/32.jpg"");"
676,https://tripadvisor.ca/AttractionProductDetail-g154944-d14103297-Fort_Street_Food_Walking_Tour_in_Victoria-Vancouver_Island_British_Columbia.html,"Treat your taste buds to a walking food tour of Victoriaâ€™s bustling Fort & Blanshard Streets. Once known as Antique Row for its abundance of vintage shops, this hip neighborhood is now filled with trendy restaurants, modern boutique shops, and home to the arts district. Follow a local gourmet guide to some of the best eateries in the area including a tea salon, a European-style deli, an authentic taqueria, Middle-Eastern street food, and more. Chat with shop owners and chefs along the way to gain insight into Victoriaâ€™s thriving culinary scene. Group size is limited to 12 for a more personalized tasting experience.
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/df/82/fc.jpg"");"
677,https://tripadvisor.ca/AttractionProductDetail-g154948-d11451898-Whistler_s_Hidden_Gems_Dinner_Tour-Whistler_British_Columbia.html,"This small-group dinner tour is designed for newcomers and seasoned visitors of Whistler alike. Discover the best restaurants in town with a guide, who takes you to hard-to-find spots that the locals know and love. Learn about the history of Whistler during your roaming meal, which includes award-winning tapas, fresh seasonal vegetables, and traditional comfort food. Plus, prearranged reservations mean you avoid long wait times for Whistler hot spots.
Read more",3h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/71/b8/ec.jpg"");"
678,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103299-Victoria_Craft_Brewery_Tour_and_Tastings-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"Get a taste of Victoriaâ€™s thriving craft beer culture with this guided tour to the cityâ€™s finest local craft breweries. Ride aboard a â€˜brew busâ€™ to discover local favorites, learn about the craft beer scene from your guide, and sample pilsners, porters, IPAs, and more.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/08/de.jpg"");"
680,https://tripadvisor.ca/AttractionProductDetail-g154948-d15340402-Whistler_Craft_Crawl-Whistler_British_Columbia.html,"Discover the best of Whistlerâ€™s craft beer scene on a 4-hour small-group brewery crawl. The tour is the perfect opportunity for out of town visitors looking for a local experience. Throughout the crawl, youâ€™re treated to 16 beer tastings at four of the cityâ€™s top breweries. Along the way, eat appetizers at two to three locations. Once the tour is finished enjoy exclusive access to an after party.
Read more",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/96/5a/f0.jpg"");"
681,https://tripadvisor.ca/AttractionProductDetail-g154943-d11462903-Food_Walking_Tour_of_Granville_Island_Public_Market-Vancouver_British_Columbia.html,"Get a taste of colorful Granville Island Public Market while you sample your way through the stalls with your own personal chef/guide. Join a small group for a walking and tasting tour of the best of what the oceanside market has to offer, and learn why Granville Island Public Market is regarded as one of Vancouverâ€™s culinary treasures.  
Read more",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3c/b9/d7.jpg"");"
682,https://tripadvisor.ca/AttractionProductDetail-g1973465-d11763939-Naramata_Wine_Tour_with_Gourmet_Lunch-Big_White_Okanagan_Valley_British_Columbia.html,"The Naramata Bench is home to over 30 wineries, this tour will take you to five favorites. After a mid-morning pick up from your south Okanagan accommodation, the comfortable shuttle will bring you to the selected wineries for a tasting at each. Enjoy lunch at a local restaurant while enjoying the views of the vineyards. The tour concludes in the late afternoon with plenty of time for evening plans.
Read more",5h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/54/e3.jpg"");"
683,https://tripadvisor.ca/AttractionProductDetail-g154998-d11991439-Undiscovered_Niagara_Wine_Country_Tour-Niagara_Falls_Ontario.html,"After seeing the waterfalls, get to know the artisanal wineries of Niagara Falls on this half-day guided tour. During this small-group tour limited to just five people, meet winemakers and enjoy an inside look at the winemaking production of each place you visit. Learn about the micro-climates  sample delicious wines, and stop at Niagaraâ€™s only working creamery. Bonus: Hotel transport by luxury minivan included.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/4e/a2.jpg"");"
684,https://tripadvisor.ca/AttractionProductDetail-g155032-d11453871-Montreal_Food_Truck_Tour_by_Bike-Montreal_Quebec.html,"Discover Montrealâ€™s thriving street food scene on this guided, 3.5-hour sightseeing bike tour. Visit six local food trucks with an emphasis on gourmet dishes made from scratch using fresh, local products. Enjoy two drinks, two appetizers, two half meals and a dessert. Travel the bicycle paths along the Lachine Canal, Old Montreal and downtown at a relaxed pace. Bring a sense of adventure and an appetite for the ultimate meals on wheels experience. Bike rental and equipment included.
Read more",3h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/00/1b.jpg"");"
685,https://tripadvisor.ca/AttractionProductDetail-g154943-d14499796-Fraser_Valley_Wine_Tour-Vancouver_British_Columbia.html,"Venture out of metro Vancouver to explore the wineries of the Fraser Valley. This tour takes you to four local wineries, allowing you a taste of what each has to offer, and delivers you safely back to central Vancouver. In addition to the wine sampling, enjoy a tour of the wine-making process, a delicious lunch, and some yummy amuse-bouches along the way.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/75/bc/c3.jpg"");"
686,https://tripadvisor.ca/AttractionProductDetail-g154943-d11476560-Vancouver_Craft_Beer_and_Distillery_Tour-Vancouver_British_Columbia.html,"Say cheers to your time in Vancouver with this alcoholic tasting tour that visits two craft breweries and one craft distillery, all three favored by local Vancouverites who know a thing or two about drinks. Discover the story of your libation, from grain to glass, and enjoy select tastings at each stop on this fun-filled, laid-back evening.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/2b/9b/18.jpg"");"
688,https://tripadvisor.ca/AttractionProductDetail-g1973465-d13311901-Exuberance_Tour_Plus_Historical_Walking_Tour_Picnic_and_Wine_Tour-Big_White_Okanagan_Valley_British_Columbia.html,"The Kelowna area of the Okanagan region in British Columbia is full of natural beauty. Explore it with a small group on this day long excursion. Start with a leisurely guided hike along the towering trestles of the Kettle Valley Rail Trail, before indulging in a picnic lunch and wine tour and tasting.
Read more",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/a0/9e.jpg"");"
690,https://tripadvisor.ca/AttractionProductDetail-g1973465-d11456080-Tour_and_Taste_Okanagan_s_Wine_Country-Big_White_Okanagan_Valley_British_Columbia.html,"Tour the Okanagan's beautiful wine country with a friendly, knowledgeable tour guide. Your wine tour will include complimentary pick up and drop off in a comfortable, air-conditioned vehicle. This tour operates daily and features some of our great wineries with beautiful views of vineyards and Okanagan Lake. All our tours are fun filled and informative and include a snack along the way and bottled water. This tour includes tastings at 5 wineries including Volcanic Hills, Grizzli, Mt. Boucherie, Off The Grid, Frind Estate, Little Straw Vineyards, Indigenous World, and Rollingdale. Please note we may substitute another amazing local winery based on availability. Sit back and enjoy your journey through the breathtaking Okanagan Valley as you stop and sip spectacular wines.
Read more",4â€“5 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/74/b2/cf.jpg"");"
691,https://tripadvisor.ca/AttractionProductDetail-g154998-d12009944-Private_Wine_and_Chocolate_Tour_in_Niagara_Wine_Region-Niagara_Falls_Ontario.html,"Journey deep into Niagara wine country on this private 5-hour tour that takes you to nine wineries, small and large, located on the Lake and the Escarpment. With just your family and friends (six people max), savor delicious wine offerings and indulge in artisanal chocolate. Experience a variety of sites, including a winery that will make you feel as youâ€™ve just stepped into Tuscany. Hotel transport by upscale private vehicle from Niagara Falls, Niagara-on-the-Lake, Canada or Buffalo, Niagara Falls, New York is included.
Read more",5â€“6 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/2a/e4.jpg"");"
692,https://tripadvisor.ca/AttractionProductDetail-g155019-d14771038-Chocolate_Tales_Entertainment_You_Can_Taste-Toronto_Ontario.html,"Donâ€™t just learn about chocolate: this immersive, hands-on workshop will teach you how to make your own chocolate treats (and includes plenty of opportunities to taste and sample as you go). A number of different workshop themes are available to choose from, from chocolate-truffle-making sessions and caramel-specific classes to courses dedicated to vegan sweets. Pick a session that youâ€™re most interested in, roll up your sleeves, and learn all the basic skills you need to craft your very own indulgent desserts.
Read more",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/e1/78.jpg"");"
693,https://tripadvisor.ca/AttractionProductDetail-g154998-d13969245-Wine_Cider_and_Beer_Tasting_and_Pairing_Afternoon_Tour-Niagara_Falls_Ontario.html,"We know wine pairs well with gourmet foods, but this tour offers the chance to taste and try top Niagara wines with junk food (and cheese and chocolates too.) This afternoon tour is the perfect way to sample the offerings of the Niagara region at two wineries, a cidery, and a brewery. Let someone else do the driving while you enjoy the drinks.
Read more",6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/35/eb/21.jpg"");"
694,https://tripadvisor.ca/AttractionProductDetail-g155019-d11463012-The_Pork_and_Bacon_Walking_Food_Tour_of_Toronto_s_Hogtown_History-Toronto_Ontario.html,"This 3-hour food tour of Toronto is perfect for people who love to dine on pig-inspired dishes. During this tour, travel around three restaurants and a butcher shop to learn about ethical farming, and get the chance to sample three tastings of food made from pigs. Walk away with more knowledge about the cityâ€™s history and how it came across its nickname.
Read more",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/ed/c1.jpg"");"
696,https://tripadvisor.ca/AttractionProductDetail-g1973465-d11479780-Kayak_Wine_and_Cheese_Tour-Big_White_Okanagan_Valley_British_Columbia.html,"Get a taste of the best of the Okanagan. Start with a guided kayaking excursion on Lake Okanagan and see the slopes of the vineyards from your vantage point below. Afternoon tours head straight from the lake to the wine. If you have selected a morning departure, there is time for a light picnic featuring seasonal fruits and regional cheeses before heading for a tour of some local wineries.
Read more",4h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/f9/19/35.jpg"");"
697,https://tripadvisor.ca/AttractionProductDetail-g154998-d14038223-Half_Day_Swirl_Sip_Savour_Wine_Tour-Niagara_Falls_Ontario.html,"Take some time to discover the wines of the Niagara region on this leisurely tour. Visit three wineries on this half day tour, with ample time to attend a tasting, discover your favorite varietal, and look through the gift and wine shop at each. Enjoy the picturesque scenery of the region while your guide shares stories and the history of winemaking in the area.
Read more",4â€“5 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/ad/17/c1.jpg"");"
