,attraction_id,name,country,province,city,location__lat,location__lng,price,rating,attraction,category
445,451,8-days_east_coast_usa_&_canada_from_new_york_(with_airport_transfers),united_states,new_york_(ny),things_to_do_in_cambridge,,,537.81,-1.0,https://tripadvisor.ca/AttractionProductDetail-g28953-d16804218-8_Days_East_Coast_USA_Canada_from_New_York_with_Airport_Transfers-New_York.html,day_trips_&_excursions
446,452,"calgary,_banff_(in-depth),_jasper_&_yoho_national_parks_tour_from_calgary",canada,alberta,calgary,,,733.43,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154913-d16804217-Calgary_Banff_in_depth_Jasper_Yoho_National_Parks_Tour_from_Calgary-Calgary_Alberta.html,day_trips_&_excursions
447,453,camping_in_ontario's_most_beautiful_location,canada,ontario,things_to_do_in_haliburton,,,150.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d16804587-Camping_in_Ontario_s_most_beautiful_location-Ontario.html,day_trips_&_excursions
448,454,port_renfrew_whale_&_wildlife_watching,canada,british_columbia,vancouver_island,48.4222022,-123.3796261,149.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d16642015-Port_Renfrew_Whale_Wildlife_Watching-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
449,455,tofino_2-day_tour_from_vancouver,canada,british_columbia,vancouver,49.2869235,-123.12216,412.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d16804683-Tofino_2_Day_Tour_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
450,456,wood_walker,canada,quebec,montreal,56.130366,-106.346771,135.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155032-d16716780-Wood_Walker-Montreal_Quebec.html,day_trips_&_excursions
451,457,"half-day_whale_watching_(telegraph_cove,_bc)",canada,british_columbia,vancouver_island,48.4227209,-123.3689786,143.07,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d16672153-Half_Day_Whale_Watching_Telegraph_Cove_BC-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
452,458,3_hour_whale_watching_tour,canada,british_columbia,vancouver_island,48.6488242,-123.3946395,129.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d16677333-3_Hour_Whale_Watching_Tour-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
453,459,new_brunswick_shore_excursion:_fundy_coast_to_shore_tour,canada,new_brunswick,saint_john,,,214.08,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154960-d15883983-New_Brunswick_Shore_Excursion_Fundy_Coast_to_Shore_Tour-Saint_John_New_Brunswick.html,day_trips_&_excursions
454,460,keji_southern_lakes_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,,,684.25,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d15831226-Keji_Southern_Lakes_Canoe_Trip_3_Day-Nova_Scotia.html,day_trips_&_excursions
455,461,frozen_ocean_canoe_trip_-3_day,canada,nova_scotia,things_to_do_in_earltown,,,684.25,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d15831225-Frozen_Ocean_Canoe_Trip_3_Day-Nova_Scotia.html,day_trips_&_excursions
456,462,whistler_by_float_plane,canada,british_columbia,whistler,49.284751,-123.1394811,519.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154948-d16647466-Whistler_By_Float_Plane-Whistler_British_Columbia.html,day_trips_&_excursions
457,463,yukon-northern_lights_4-days_adventure_in_whitehorse,canada,british_columbia,vancouver_island,49.2869235,-123.12216,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d15766387-Yukon_Northern_Lights_4_days_Adventure_in_Whitehorse-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
458,464,rental_of_a_boat_on_the_st._lawrence_river_-_quebec_city,canada,quebec,quebec_city,,,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155033-d16795615-Rental_of_a_boat_on_the_St_Lawrence_River_Quebec_City-Quebec_City_Quebec.html,day_trips_&_excursions
459,465,"banff,_jasper,_okanagan_lake_&_kamloops_tour_from_vancouver",canada,british_columbia,things_to_do_in_lake_louise,,,714.35,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154922-d16741155-Banff_Jasper_Okanagan_Lake_Kamloops_Tour_from_Vancouver-British_Columbia.html,day_trips_&_excursions
460,466,nova_scotia_bucket_list_tour,canada,nova_scotia,halifax_region,,,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846625-Nova_Scotia_Bucket_List_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
461,467,coastal_headland_hiking_tour,canada,nova_scotia,halifax_region,,,172.5,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846628-Coastal_Headland_Hiking_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
462,468,hiking_and_sea_kayaking_combo_tour,canada,nova_scotia,halifax_region,,,212.75,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846633-Hiking_and_Sea_Kayaking_Combo_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
463,469,lunenburg_hike_and_town_tour,canada,nova_scotia,halifax_region,,,172.5,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846632-Lunenburg_Hike_and_Town_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
464,470,ucluelet_harbour_kayaking_tour,canada,british_columbia,vancouver_island,48.936092,-125.537252,89.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d15846631-Ucluelet_Harbour_Kayaking_Tour-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
465,471,peggy's_cove_hike_and_village_tour,canada,nova_scotia,halifax_region,,,143.75,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846637-Peggy_s_Cove_Hike_and_Village_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
466,472,cape_split_hiking_tour,canada,nova_scotia,halifax_region,,,172.5,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846635-Cape_Split_Hiking_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
467,473,bay_of_fundy_walk_and_winery_tour,canada,nova_scotia,halifax_region,,,189.75,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15846634-Bay_of_Fundy_Walk_and_Winery_Tour-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
468,474,sea_to_sky_vancouver_tour,canada,british_columbia,vancouver,49.2043733,-122.9339129,96.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d16796677-Sea_to_Sky_tour_5_hrs-Vancouver_British_Columbia.html,day_trips_&_excursions
469,475,original_hamilton_beer_tours,canada,ontario,things_to_do_in_dundas,,,118.65,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154979-d15787706-Original_Hamilton_Beer_Tours-Ontario.html,day_trips_&_excursions
470,476,vancouver_to_victoria_and_butchart_gardens_private_tour_-_ferry/admission_incl.,canada,british_columbia,vancouver,49.2477822,-123.0330053,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-a_partner.Viator-a_product.114739P6,day_trips_&_excursions
471,477,gems_of_niagara_falls_small-group_tour,canada,ontario,niagara_falls,43.6704097,-79.3872779,197.75,5.0,https://tripadvisor.ca/AttractionProductDetail-g154998-d11854395-Gems_of_Niagara_Falls_Small_Group_Tour-Niagara_Falls_Ontario.html,day_trips_&_excursions
472,478,niagara_falls_freedom_day_trip_from_toronto,canada,ontario,toronto,43.6561507,-79.3842642,136.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11448319-Niagara_Falls_Freedom_Day_Trip_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
473,479,full-day_niagara_winery_tour_from_toronto,canada,ontario,toronto,43.703077,-79.406384,99.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d13534375-Full_Day_Niagara_Winery_Tour_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
474,480,10-hour_small_group_whistler_day_trip_from_vancouver,canada,british_columbia,vancouver,49.2869235,-123.12216,190.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12841504-10_Hour_Small_Group_Whistler_Day_Trip_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
475,481,fraser_valley_wine_tour_from_vancouver,canada,british_columbia,vancouver,,,187.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11446113-Fraser_Valley_Wine_Tour_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
476,482,"local_food,_craft_beverage_and_estate_winery_tour_of_cowichan_valley",canada,british_columbia,vancouver_island,,,150.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154935-d11479755-Local_Food_Craft_Beverage_and_Estate_Winery_Tour_of_Cowichan_Valley-Nanaimo_Vancouver_Island_British_Columbia.html,day_trips_&_excursions
477,483,algonquin_provincial_park_day_tour_from_toronto,canada,ontario,toronto,,,186.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d14785518-Algonquin_Provincial_Park_Day_Tour_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
478,484,quebec_city_day_tour_from_montreal,canada,quebec,montreal,,,50.0,3.0,https://tripadvisor.ca/AttractionProductDetail-g155032-d12464991-Quebec_City_Day_Tour_from_Montreal-Montreal_Quebec.html,day_trips_&_excursions
479,485,winter_wine_tour_from_montreal_with_exclusive_winery_access,canada,quebec,montreal,45.502057,-73.569345,97.73,4.5,https://tripadvisor.ca/AttractionProductDetail-g155032-d11452067-Winter_Wine_Tour_from_Montreal_with_Exclusive_Winery_Access-Montreal_Quebec.html,day_trips_&_excursions
480,486,niagara_falls_small-group_tour_from_toronto,canada,ontario,toronto,43.6704097,-79.3872779,254.25,5.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d11456823-Niagara_Falls_Small_Group_Tour_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
481,487,victoria_and_butchart_gardens_by_helicopter_and_speed_boat,canada,british_columbia,vancouver,49.284751,-123.1394811,579.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11807018-Victoria_and_Butchart_Gardens_by_Helicopter_and_Speed_Boat-Vancouver_British_Columbia.html,day_trips_&_excursions
482,488,niagara_falls_evening_lights_day_trip_from_toronto,canada,ontario,toronto,43.6561507,-79.3842642,180.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11448317-Niagara_Falls_Evening_Lights_Day_Trip_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
483,489,victoria_excursion_from_vancouver_by_helicopter_and_sea_plane,canada,british_columbia,vancouver,49.284751,-123.1394811,699.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11894600-Victoria_Excursion_from_Vancouver_by_Helicopter_and_Sea_Plane-Vancouver_British_Columbia.html,day_trips_&_excursions
484,490,halifax_&_peggys_cove_&_coastal,canada,nova_scotia,halifax_region,45.2561362,-81.6634697,275.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154976-d15186437-Halifax_Peggys_Cove_Coastal-Halifax_Halifax_Region_Nova_Scotia.html,day_trips_&_excursions
485,491,dog_mountain_snowshoeing_and_photography_tour,canada,british_columbia,vancouver,56.130366,-106.346771,143.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d13086340-Dog_Mountain_Snowshoeing_and_Photography_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
486,492,vancouver_island_cycling_tour_including_lunch_and_wine_tasting,canada,british_columbia,vancouver,49.2914718,-123.142404,204.5,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11956079-Vancouver_Island_Cycling_Tour_including_Lunch_and_Wine_Tasting-Vancouver_British_Columbia.html,day_trips_&_excursions
487,493,calgary_flames_hockey_tours,canada,alberta,canadian_rockies,51.1772837,-115.5727351,156.45,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154911-d15125781-Calgary_Flames_Hockey_Tours-Banff_Banff_National_Park_Alberta.html,day_trips_&_excursions
488,494,bc_winter_super_saver_2_day_city_hop_on_hop_off_tour_plus_whistler_day_trip,canada,british_columbia,vancouver,49.284609,-123.108474,231.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12931674-BC_Winter_Super_Saver_2_Day_City_Hop_on_Hop_Off_Tour_plus_Whistler_Day_Trip-Vancouver_British_Columbia.html,day_trips_&_excursions
489,496,half-day_small_group_canadian_rockies_hike_from_canmore,canada,alberta,canadian_rockies,,,75.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154911-d12651609-Half_Day_Small_Group_Canadian_Rockies_Hike_from_Canmore-Banff_Banff_National_Park_Alberta.html,day_trips_&_excursions
490,497,full-day_vancouver_to_victoria_tour_by_ferry,canada,british_columbia,vancouver,49.2869235,-123.12216,320.0,4.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12724565-Full_Day_Vancouver_to_Victoria_Tour_by_Ferry-Vancouver_British_Columbia.html,day_trips_&_excursions
491,498,mountain_lakes_and_waterfalls_day_trip_from_calgary,canada,alberta,calgary,51.1306919,-114.0066346,294.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154913-d11448308-Mountain_Lakes_and_Waterfalls_Day_Trip_from_Calgary-Calgary_Alberta.html,day_trips_&_excursions
492,499,whistler_day_trip_by_seaplane_from_vancouver,canada,british_columbia,vancouver,48.4241277,-123.3707833,409.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11481200-Whistler_Day_Trip_by_Seaplane_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
493,500,columbia_icefield_tour_including_the_glacier_skywalk_from_calgary,canada,alberta,calgary,51.1306919,-114.0066346,380.1,4.5,https://tripadvisor.ca/AttractionProductDetail-g154913-d11448307-Columbia_Icefield_Tour_including_the_Glacier_Skywalk_from_Calgary-Calgary_Alberta.html,day_trips_&_excursions
494,501,banff_to_jasper_one-way_tour,canada,alberta,canadian_rockies,52.8780879,-118.0799308,257.25,5.0,https://tripadvisor.ca/AttractionProductDetail-g154911-d11450074-Banff_to_Jasper_One_Way_Tour-Banff_Banff_National_Park_Alberta.html,day_trips_&_excursions
495,502,full-day_cheakamus_rafting_and_sea_to_sky_gondola_combo_from_vancouver,canada,british_columbia,vancouver,49.749151,-123.133378,205.79,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d12873711-Full_Day_Cheakamus_Rafting_and_Sea_to_Sky_Gondola_Combo_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
496,503,niagara_falls_day_tour_with_hop_on_hop_off_toronto_city_tour,canada,ontario,toronto,43.6561507,-79.3842642,192.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11477737-Niagara_Falls_Day_Tour_with_Hop_on_Hop_off_Toronto_City_Tour-Toronto_Ontario.html,day_trips_&_excursions
497,504,niagara_falls_day_trip_from_boston_by_air,united_states,massachusetts_(ma),boston,40.751976,-73.986603,871.12,4.0,https://tripadvisor.ca/AttractionProductDetail-g60745-d12466322-Niagara_Falls_Day_Trip_from_Boston_by_Air-Boston_Massachusetts.html,day_trips_&_excursions
498,505,luxury_bus_tour_of_niagara_falls_with_hornblower_cruise_from_toronto,canada,ontario,toronto,,,170.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d11446317-Luxury_Bus_Tour_of_Niagara_Falls_with_Hornblower_Cruise_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
499,506,private_tour:_whistler_day_trip_from_vancouver,canada,british_columbia,vancouver,,,252.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448899-Private_Tour_Whistler_Day_Trip_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
500,507,vancouver_full-day_sightseeing_and_photography_tour,canada,british_columbia,vancouver,56.130366,-106.346771,249.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d13399383-Vancouver_Full_Day_Sightseeing_and_Photography_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
501,508,vancouver_to_victoria_whale_watching_&_butchart_gardens_with_return_by_speedboat,canada,british_columbia,vancouver,49.284751,-123.1394811,459.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11481875-Vancouver_to_Victoria_Whale_Watching_Butchart_Gardens_with_Return_by_SpeedBoat-Vancouver_British_Columbia.html,day_trips_&_excursions
502,509,icefields_parkway_discovery_to_jasper_from_calgary,canada,alberta,calgary,51.1306919,-114.0066346,327.6,5.0,https://tripadvisor.ca/AttractionProductDetail-g154913-d11448305-Icefields_Parkway_Discovery_to_Jasper_from_Calgary-Calgary_Alberta.html,day_trips_&_excursions
503,510,4_hour_montreal_architecture_&_city_bike_tour_with_wine_or_beer,canada,quebec,montreal,45.505816,-73.5531589,86.23,5.0,https://tripadvisor.ca/AttractionProductDetail-g155032-d11451195-4_Hour_Montreal_Architecture_City_Bike_Tour_with_Wine_or_Beer-Montreal_Quebec.html,day_trips_&_excursions
504,511,vancouver_coastal_canyon_tour,canada,british_columbia,vancouver,,,158.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11481955-Vancouver_Coastal_Canyon_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
505,512,seaplane_flight_to_vancouver_with_bus_tour_from_victoria,canada,british_columbia,vancouver_island,48.4241277,-123.3707833,439.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g154945-d14103663-Seaplane_Flight_to_Vancouver_with_Bus_Tour_from_Victoria-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,day_trips_&_excursions
506,513,4_hour_quickie_adventure,canada,nova_scotia,things_to_do_in_earltown,,,92.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d14138281-4_Hour_Quickie_Adventure-Nova_Scotia.html,day_trips_&_excursions
507,514,bus_tour_of_niagara_falls_with_lunch_and_boat_from_mississauga,canada,ontario,toronto,,,215.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d13805110-Bus_Tour_of_Niagara_Falls_with_Lunch_and_Boat_from_Mississauga-Toronto_Ontario.html,day_trips_&_excursions
508,515,nahatlatch_river_rafting_-_24_amazing_rapids,canada,british_columbia,things_to_do_in_boston_bar,49.9877922,-121.5409754,175.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154922-d15633147-Nahatlatch_River_Rafting_24_Amazing_Rapids-British_Columbia.html,day_trips_&_excursions
509,516,victoria_highlight_city_tour,canada,british_columbia,vancouver_island,48.4280462,-123.368555,74.95,4.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d15209912-Victoria_Highlight_City_Tour-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
510,517,niagara_wine_and_mead_experience,canada,ontario,toronto,,,399.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d12880363-Niagara_Wine_and_Mead_Experience-Toronto_Ontario.html,day_trips_&_excursions
511,518,vancouver_super_saver:_city_sightseeing_tour_plus_whistler_day_trip,canada,british_columbia,vancouver,49.284609,-123.108474,257.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d15301372-Vancouver_Super_Saver_City_Sightseeing_Tour_plus_Whistler_Day_Trip-Vancouver_British_Columbia.html,day_trips_&_excursions
512,519,fraser_river_scenic_rafting_trip,canada,british_columbia,vancouver,49.9877922,-121.5409754,150.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d15633143-Fraser_River_Scenic_Rafting_Trip-Vancouver_British_Columbia.html,day_trips_&_excursions
513,520,thompson_river_rafting_day_trip,canada,british_columbia,fraser_lake,49.9877922,-121.5409754,175.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g2269265-d15633144-Thompson_River_Rafting_Day_Trip-Fraser_Lake_British_Columbia.html,day_trips_&_excursions
514,521,private_tour:_capilano_suspension_bridge_and_grouse_mountain,canada,british_columbia,vancouver,,,332.91,5.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448895-Private_Tour_Capilano_Suspension_Bridge_and_Grouse_Mountain-Vancouver_British_Columbia.html,day_trips_&_excursions
515,522,private_tour:_fraser_valley_wine_country_day_trip_from_vancouver,canada,british_columbia,vancouver,,,300.89,4.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11448900-Private_Tour_Fraser_Valley_Wine_Country_Day_Trip_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
516,523,5_day_broken_islands_kayaking_expedition,canada,british_columbia,vancouver_island,,,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154944-d15633354-5_Day_Broken_islands_Kayaking_Expedition-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
517,524,niagara_falls_day_trip_from_philadelphia_by_air,united_states,pennsylvania_(pa),philadelphia,40.751976,-73.986603,871.12,-1.0,https://tripadvisor.ca/AttractionProductDetail-g60795-d12470138-Niagara_Falls_Day_Trip_from_Philadelphia_by_Air-Philadelphia_Pennsylvania.html,day_trips_&_excursions
518,525,dark_sky_canoe_trip_-_2_day,canada,nova_scotia,things_to_do_in_earltown,,,454.25,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d14138315-Dark_Sky_Canoe_Trip_2_Day-Nova_Scotia.html,day_trips_&_excursions
519,526,victoria_to_cowichan_valley_wine_tour,canada,british_columbia,vancouver_island,,,140.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154944-d14103566-Victoria_to_Cowichan_Valley_Wine_Tour-Vancouver_Island_British_Columbia.html,day_trips_&_excursions
520,527,lake_rossignol_canoe_trip_-_3_day,canada,nova_scotia,things_to_do_in_earltown,,,684.25,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d14138316-Lake_Rossignol_Canoe_Trip_3_Day-Nova_Scotia.html,day_trips_&_excursions
521,528,toronto_to_niagara_falls_&_niagara-on-the-lake_day_tour_with_free_wine_tasting,canada,ontario,toronto,43.0756764,-79.0856639,179.0,3.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d15207394-Toronto_To_Niagara_Falls_Niagara_On_The_Lake_Day_Tour_With_Free_Wine_Tasting-Toronto_Ontario.html,day_trips_&_excursions
522,529,keji_southern_lakes_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,,,914.25,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d14138317-Keji_Southern_Lakes_Canoe_Trip_4_Day-Nova_Scotia.html,day_trips_&_excursions
523,530,taste_of_the_tobeatic_canoe_trip_-_4_day,canada,nova_scotia,things_to_do_in_earltown,,,-1.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154967-d14138318-Taste_of_the_Tobeatic_Canoe_Trip_4_Day-Nova_Scotia.html,day_trips_&_excursions
524,531,whistler_day_tour_from_vancouver,canada,british_columbia,vancouver,49.2869235,-123.12216,109.0,4.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11482323-Whistler_Day_Tour_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
525,532,all_terrain_vehicle_tour_the_newfoundland_wilderness,canada,newfoundland_and_labrador,newfoundland,48.368514,-53.357835,265.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154964-d15340015-All_Terrain_Vehicle_tour_the_Newfoundland_Wilderness-St_John_s_Newfoundland_Newfoundland_and_Labrador.html,day_trips_&_excursions
526,533,victoria_full-day_sightseeing_tour_from_vancouver,canada,british_columbia,vancouver,49.2869235,-123.12216,154.0,4.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11482371-Victoria_Full_Day_Sightseeing_Tour_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
527,534,vancouver_to_victoria_whale_watching_with_return_to_vancouver_by_seaplane,canada,british_columbia,vancouver,49.284751,-123.1394811,569.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d11469121-Vancouver_to_Victoria_Whale_Watching_with_Return_to_Vancouver_by_Seaplane-Vancouver_British_Columbia.html,day_trips_&_excursions
528,535,niagara_falls_illumination_tour,canada,ontario,toronto,45.463769,-73.8233438,215.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d13812905-Niagara_Falls_Illumination_Tour-Toronto_Ontario.html,day_trips_&_excursions
529,536,waterfalls_&_whistler_tour,canada,british_columbia,vancouver,49.1513729,-122.941449,200.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d16750096-Waterfalls_Whistler_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
530,537,2-day_whistler_sea_to_sky_tour_from_vancouver,canada,british_columbia,vancouver,49.2788333,-123.1232148,166.95,4.5,https://tripadvisor.ca/AttractionProductDetail-g154943-d12078353-2_Day_Whistler_Sea_to_Sky_Tour_from_Vancouver-Vancouver_British_Columbia.html,day_trips_&_excursions
531,538,bus_tour_of_niagara_falls_including_hornblower_from_toronto,canada,ontario,toronto,,,175.0,5.0,https://tripadvisor.ca/AttractionProductDetail-g155019-d14085492-Bus_Tour_of_Niagara_Falls_including_Hornblower_from_Toronto-Toronto_Ontario.html,day_trips_&_excursions
532,539,indian_arm_sightseeing_tour,canada,british_columbia,vancouver,49.2929184,-123.1277908,75.0,1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d14212976-Indian_Arm_Sightseeing_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
533,540,niagara_falls_usa_guided_day_trip_from_new_york_city_by_air,united_states,new_york_(ny),new_york_city,40.7539128,-73.9864172,783.87,-1.0,https://tripadvisor.ca/AttractionProductDetail-g60763-d13960847-Niagara_Falls_USA_Guided_Day_Trip_from_New_York_City_by_Air-New_York_City_New_York.html,day_trips_&_excursions
534,541,gibsons_sunshine_coast_full-day_hiking_tour,canada,british_columbia,vancouver,,,195.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11482795-Gibsons_Sunshine_Coast_Full_Day_Hiking_Tour-Vancouver_British_Columbia.html,day_trips_&_excursions
535,542,new_brunswick_golf_excursion_river_valley_nine_&_dine,canada,new_brunswick,saint_john,,,250.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154960-d13560187-New_Brunswick_Golf_Excursion_River_Valley_Nine_Dine-Saint_John_New_Brunswick.html,day_trips_&_excursions
536,543,winter_canadian_rockies_canyon_hike,canada,alberta,things_to_do_in_canmore,,,75.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154909-d12065755-Winter_Canadian_Rockies_Canyon_Hike-Alberta.html,day_trips_&_excursions
537,544,secret_sips_of_the_shuswap_wine_trail,canada,british_columbia,kamloops,50.704936,-120.4427039,103.95,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154932-d14787761-Secret_Sips_of_the_Shuswap_Wine_Trail-Kamloops_British_Columbia.html,day_trips_&_excursions
538,545,lake_louise_to_jasper_one-way_tour,canada,alberta,canadian_rockies,52.8780879,-118.0799308,250.95,4.5,https://tripadvisor.ca/AttractionProductDetail-g154911-d11450075-Lake_Louise_to_Jasper_One_Way_Tour-Banff_Banff_National_Park_Alberta.html,day_trips_&_excursions
539,546,small-group_niagara_falls_tour,canada,ontario,toronto,45.463769,-73.8233438,250.0,4.5,https://tripadvisor.ca/AttractionProductDetail-g155019-d12467418-Small_Group_Niagara_Falls_Tour-Toronto_Ontario.html,day_trips_&_excursions
540,547,sea_to_sky_alpine_and_waterfall_hike,canada,british_columbia,vancouver,,,180.0,-1.0,https://tripadvisor.ca/AttractionProductDetail-g154943-d11485643-Sea_to_Sky_Alpine_and_Waterfall_Hike-Vancouver_British_Columbia.html,day_trips_&_excursions
