attraction_id,attraction,description,duration,images
386,https://tripadvisor.ca/AttractionProductDetail-g154943-d13112525-Fly_and_Dine_to_Bowen_Island_from_Vancouver-Vancouver_British_Columbia.html,Make it an evening full of memories when you fly on a seaplane over Coal Harbour on a short flight to Bowen Island. There you will enjoy a West Coast style dinner before taking a quiet ferry ride from Snug Cove on the Island to Horseshoe Bay in West Vancouver. There you will find a car service waiting to whisk you through the city back to your downtown hotel.  ,4h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/3b/6e/35.jpg"");"
388,https://tripadvisor.ca/AttractionProductDetail-g154913-d13496562-Calgary_to_Dinosaur_Provincial_Park_Day_Tour-Calgary_Alberta.html,"Amazing detail to earths beginning and the recreation of the ancient land, sea and air creatures. This tour is well worth it.",10–11 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/0c/6f.jpg"");"
389,https://tripadvisor.ca/AttractionProductDetail-g155019-d15240566-Toronto_New_York_Times_Journeys_Afternoon_Arts_Walking_Tour_with_Food_and_Drink-Toronto_Ontario.html,"I got a Groupon for a friend's birthday gift -- I wanted to go ahead and set the dates before giving it to her, but their website had no upcoming dates available. I reached out by email and phone, got an email response saying the dates would be posted in the next week. Two weeks later, still no dates I followed up - nothing. I followed up once more - nothing (not even a response for the latter two attempts). Needless to say, I had to request a refund from Groupon. It's a shame because I love local food tours and had I liked this one I would have certainly booked more and recommended to others. Poor customer service goes a long way.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/38/d7/e0.jpg"");"
390,https://tripadvisor.ca/AttractionProductDetail-g155032-d14861258-La_manufacture_de_Shmata_sous_toutes_ses_coutures-Montreal_Quebec.html,"Découvrez l’histoire remarquable de la « Main », un Lieu historique national du Canada, et explorez une des usines où s’est déroulée, en 1912, la grève des ouvriers du vêtement qui a marqué le cours de l’histoire sociale montréalaise!

 Rejoignez-nous sur une artère ayant accueilli plusieurs communautés immigrantes au fil des siècles : le boulevard Saint-Laurent situé au coeur du Plateau! Apprenez-en au sujet de la vie quotidienne de travailleurs issus d’horizons variés qui ont vécu au début du 20e siècle en explorant une ancienne manufacture de vêtements et en écoutant des ouvriers vous raconter leur histoire. Découvrez les initiatives des travailleurs de diverses communautés ethniques, dont les Juifs et les Canadiens français, qui ont été mises en place entre les murs de la manufacture ainsi qu’au sein du quartier entourant la « Main » dans l’espoir d’améliorer la condition ouvrière.",90–120 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/38/bd/32.jpg"");"
391,https://tripadvisor.ca/AttractionProductDetail-g153339-d15693748-Segway_Tour_along_the_Welland_Canal_1h-Canada.html,"See a different side of the Niagara Falls area on this fun Segway tour along the Welland Canal. Segways are fun, easy to get the hang of, and let you cover a lot of ground in a short time. On this Twin Locks tour you'll learn about the history of the Welland Canal, an engineering marvel, while riding alongside it. The hour-long tour is suitable for the whole family.",1h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/ab/09/e3.jpg"");"
392,https://tripadvisor.ca/AttractionProductDetail-g154998-d15693747-Winter_Port_Dalhousie_Segway_Tours_50min-Niagara_Falls_Ontario.html,"Ride along effortlessly, surrounded by beautiful sceneries during our Segway Tour of Port Dalhousie! 

This is the perfect winter family activity in Niagara, Segways are super easy to learn, no one is left behind and everybody is having fun!

We only ride in parks in fairly quiet and wide paths so this tour is ideal for first-timers! 

Each participant receives a personal training on how to ride a Segway and enough time to practice by themselves before we begin the tour.

This Tour is about 50 minutes and 3 kilometers long and includes a break to enjoy a hot beverage at a local bakery.

We meet on the Parking Lot of Jaycee Gardens, located at 543 Ontario St, St Catharines ON L2N 4N4.
 •",1h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/01/4c/2f.jpg"");"
393,https://tripadvisor.ca/AttractionProductDetail-g154944-d14105265-Historical_Victoria_Walking_Tour-Vancouver_Island_British_Columbia.html,It was brilliant! Chris was a very knowledgeable entertaining guide and great story teller. I want to do it again. Tomorrow!,1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/20/15.jpg"");"
394,https://tripadvisor.ca/AttractionProductDetail-g155032-d15567155-TREASURES_IN_THE_ATTIC-Montreal_Quebec.html,"This exhibition invites everyone to pop over to see the grandparents of twins William and Sara, as the attic of their house has a collection of toys from 1880 to today. Filled with forgotten treasures, this attic has become a repository of memories of all the families who have lived in the house.",1–2 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e4/9c/ba.jpg"");"
395,https://tripadvisor.ca/AttractionProductDetail-g155032-d14179971-MARISA_PORTOLESE_In_the_Studio_with_Notman-Montreal_Quebec.html,"Though most museum experiences are rewarding in their own right, arts enthusiasts shouldn't miss the chance to visit an exhibition with the artist herself. With this behind-the-scenes experience at Montreal's McCord Museum, visitors can do just that. Local artist Marisa Portolese discusses her take on the studio tradition, and the approach she uses to photographing her subjects, all within the stunning galleries showcasing her work.",60–120 minutes,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/88/bf/c6.jpg"");"
396,https://tripadvisor.ca/AttractionProductDetail-g154998-d15304898-Private_Niagara_Falls_Tour_Experience_the_thunder_of_over_12_000_years_in_a_day-Niagara_Falls_Ontario.html,"Feel the mist on your face and the wind in your hair on a private tour of Niagara Falls!

Niagara Falls is an overpowering, awe-inspiring natural world wonder: 600, 000 litres of water thunder over the escarpment racing toward the renowned whirlpool rapids, a phenomena that has taken over twelve thousand years to form. Below the falls, the Niagara River flows through a tranquil parkland of unparalleled sylvan beauty. Here, the Niagara Escarpment (itself a geological and ecological wonder) shelters one of the world's finest wine-growing regions, especially famous as the home of Icewine.

This comprehensive tour, will take you through the many points of interest that make this region a year-round tourist attraction. This tour is just as educational and descriptive as it is fun. I invite you to discover on a private tour of Niagara one of the most beautiful places on earth.",8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e7/02/5a.jpg"");"
397,https://tripadvisor.ca/AttractionProductDetail-g155032-d11481518-In_the_Shadow_of_the_Mountain-Montreal_Quebec.html,"Avery did a super job of pointing out historical spots and providing just the right amount of detail to keep things interesting and fun. Highly recommend this tour. The others look good, too.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/f8/50/aa.jpg"");"
398,https://tripadvisor.ca/AttractionProductDetail-g155032-d11481518-In_the_Shadow_of_the_Mountain-Montreal_Quebec.html,"Avery did a super job of pointing out historical spots and providing just the right amount of detail to keep things interesting and fun. Highly recommend this tour. The others look good, too.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0b/f8/50/aa.jpg"");"
399,https://tripadvisor.ca/AttractionProductDetail-g155032-d13998332-Montreal_Burlesque_Walking_Tour-Montreal_Quebec.html,"Step back to an era when Montréal was known as “Sin City” and had a notorious red light district. On this walking tour, follow your burlesque-queen guide through the city’s entertainment district and back in time, learning about Montréal’s heyday when gambling dens, alcohol, and burlesque halls filled the streets.",1h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7a/b4/bb.jpg"");"
400,https://tripadvisor.ca/AttractionProductDetail-g154945-d14974678-Butchart_Gardens_in_the_Fall_Shuttle_Entry_2019-Victoria_Victoria_Capital_Regional_District_Vancouver_Island_British_Columbia.html,"Fall at Butchart Gardens, the colours are stunning. The Japanese gardens created in 1904 come alive with the Fall palette

Skip the line-ups and enjoy hotel door to door service.  Everything is included in our shuttle service. Ticket entry, commentary, map of the gardens, flower guides books and tips on how best to spend your time.

We travel in small groups of 14 or less and save you a return seat, no worries.

Please advise your driver what time you would like to return today.  We have two options this season. 

Departing the gardens at 1pm or 3pm.

Please no food or drink in our vehicles please. Water only.",3–5 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/18/8d.jpg"");"
402,https://tripadvisor.ca/AttractionProductDetail-g154943-d12935688-Small_Group_Sea_to_Sky_Tour-Vancouver_British_Columbia.html,"The Sea to Sky Highway is one of the World’s most beautiful and celebrated roadways. You don’t have to take your eyes off the scenery on this small group tour because someone else is doing the driving. Tour stops include a short hike to impressive Shannon Falls, the gorgeous Sea to Sky gondola, and award-winning Britannia Mine Museum.",7h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/dd/dc/49.jpg"");"
403,https://tripadvisor.ca/AttractionProductDetail-g155032-d12649567-See_Montreal-Montreal_Quebec.html,This sightseeing tour of Montreal provides a perfect introduction to the city for first-time visitors. As it is a private tour you can pick and choose what you want to see—it’s your day. Suggested sights of interest range from churches and art museums to millionaires’ mansions. Your private guide can tailor the destinations and the pace to suit your own needs.,6h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6c/33/5a.jpg"");"
404,https://tripadvisor.ca/AttractionProductDetail-g155033-d14003425-Historical_walking_tour_in_Old_Quebec_Mesdames_Mesdemoiselles-Quebec_City_Quebec.html,"History enthusiasts will love this themed walking tour of Old Quebec, which focuses on the history of women in the city. Your local guide will tell you stories about the women who made a difference in Quebec, from businesswomen to nuns, artists to spies. You’ll definitely learn something new, as these women have been neglected by mainstream history.",2h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/73/f5/e9.jpg"");"
405,https://tripadvisor.ca/AttractionProductDetail-g155019-d12578468-Luxury_Niagara_Falls_Day_Trip_from_Toronto_with_Cruise_and_Lunch-Toronto_Ontario.html,"On this tour of Niagara Falls from Toronto, get up close to the natural wonder with skip-the-line tickets for a Niagara City cruise, enjoy lunch with a view of the falls at the Sheraton Fallsview, and sample ice wine in Niagara-on-the-Lake. Hotel pickup and drop-off make for a hassle-free trip, and you can upgrade to include a thrilling helicopter ride over the falls to make your experience even more memorable.",9–10 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e5/9f/e6.jpg"");"
412,https://tripadvisor.ca/AttractionProductDetail-g154943-d11472572-Vancouver_North_Shore_Day_Trip_with_Capilano_Suspension_Bridge_and_Grouse_Mountain-Vancouver_British_Columbia.html,"Explore the natural beauty of the North Shore of Vancouver on this guided tour. Highlights include the chance to cross the Capilano Suspension Bridge, take a walk through suspended walkways over the temperate rain forest, ride a gondola through the forest at Grouse Mountain, and learn about native species like grizzly bears and salmon.",7h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/4e/cf/c8.jpg"");"
414,https://tripadvisor.ca/AttractionProductDetail-g155033-d13534366-Ice_Hotel_Visit_Transportation-Quebec_City_Quebec.html,"Eliminate the need to rent a car while visiting the Ice Hotel with this tour that includes round-trip transportation. With pickup and drop-off in Quebec City, you can just sit back and enjoy the scenery on the ride. Once you arrive, embark on a self-guided tour to see the rooms, suites, ice sculptures, and stop for a drink at the ice bar. Learn the history of the ice bar and all the facts and figures that make it so special.",3h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e8/29/7e.jpg"");"
416,https://tripadvisor.ca/AttractionProductDetail-g154943-d11451421-Victoria_and_Butchart_Gardens_Day_Trip_from_Vancouver-Vancouver_British_Columbia.html,"Save time organizing transfers between Vancouver and Victoria by opting for this action-packed day trip with round-trip transport included. Enjoy a ferry trip to Vancouver Island, and have time to explore lots of interesting sights in Victoria independently, such as the Royal BC Museum, and the Empress Hotel. A highlight of the trip is visiting the spectacular Butchart Gardens, with entrance fees included.",13h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/47/dc/5b.jpg"");"
417,https://tripadvisor.ca/AttractionProductDetail-g60877-d11763511-Skagway_Shore_Excursion_Bennett_Train_Journey_on_the_White_Pass_Rail-Skagway_Alaska.html,Step off your ship in Skagway port and board a vintage Gold Rush–era train on this full-day shore excursion to the Yukon territory. Travel along the White Pass and Yukon Route Railway through Alaskan and Canadian wilderness. Arrive in the Canadian town of Carcross and explore the Bennett Station House museum for more insight into Gold Rush history. Enjoy lunch on board the train and see the popular attraction of Emerald Lake. This Skagway train excursion includes port transport.,8h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/b6/60.jpg"");"
418,https://tripadvisor.ca/AttractionProductDetail-g154911-d11448303-Mountain_Lakes_and_Waterfalls_Day_Trip_from_Banff-Banff_Banff_National_Park_Alberta.html,"Banff National Park has amazing lakes, waterfalls, and glaciers, but nearly-endless options mean it’s hard to know where to start. Visit some of Banff’s most beautiful places on a full-day tour that includes Takakkaw Falls, Victoria Glacier, and Moraine Lake—it’s a dramatic route designed for natural beauty and wildlife-watching opportunities.",9h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/2e/44/95.jpg"");"
420,https://tripadvisor.ca/AttractionProductDetail-g154943-d12465166-Victoria_and_Butchart_Gardens_Tour_from_Vancouver-Vancouver_British_Columbia.html,"Visit Victoria and Butchart Gardens from Vancouver on a full-day tour that takes care of booking transport and offers a flexible mix of guided and independent time. Enjoy gorgeous views of the Gulf Islands while crossing to Vancouver Island, enjoy time to stroll Butchart Gardens, then head to Victoria’s waterside downtown to browse shops and historic architecture.",12h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6e/e6/21.jpg"");"
421,https://tripadvisor.ca/AttractionProductDetail-g154911-d11449994-Discover_Grizzly_Bears_from_Banff-Banff_Banff_National_Park_Alberta.html,"Wildlife and nature fans visiting Banff—this is the tour for you! Ascend to a mountain top for a delicious lunch at one of Canada’s highest restaurants, then enjoy the special opportunity of visiting a Grizzly Bear Refuge and seeing Boo the resident bear. Access incredible panoramic views you wouldn’t see otherwise, and benefit from the convenience of having round-trip transport included.",10h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/38/cb/27.jpg"");"
422,https://tripadvisor.ca/AttractionProductDetail-g154911-d11449998-Athabasca_Glacier_Snow_Trip_from_Banff-Banff_Banff_National_Park_Alberta.html,"Enjoy this full-day tour from Banff, visiting the Athabasca Glacier and the stunning scenery lining the breathtaking Icefields Parkway. This tour travels halfway along the world-famous Icefields Parkway, recognized as one of the top drives in the world passing numerous Rocky Mountain peaks, glaciers, waterfalls, and emerald lakes. Your tour also includes round-trip transport from Banff, a mountain picnic lunch, Glacier Skywalk, and an all-terrain Ice Explorer tour.",11h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/3b/18.jpg"");"
423,https://tripadvisor.ca/AttractionProductDetail-g154943-d11903999-Sea_to_Sky_and_Whistler_Village_Tour-Vancouver_British_Columbia.html,"Your camera just might run out of memory space on this trip. Discover one dramatic landscape after another on this full-day coach tour between Vancouver and Whistler: the Sea-to-Sky highway, the Sea-to-Sky Gondola, Squamish, Whistler Village, and Brandywine Falls. From the gondola, admire Howe Sound, the Squamish River, and the coastal mountain range. Enjoy plenty of free time to wander about Squamish and partake in Whistler Village activities on your own. Round-trip transport from select locations included.",11h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/47/2c/36.jpg"");"
424,https://tripadvisor.ca/AttractionProductDetail-g154911-d11448302-Columbia_Icefield_Tour_including_the_Glacier_Skywalk_from_Banff-Banff_Banff_National_Park_Alberta.html,"Traverse the Columbia Icefield aboard a customized Ice Explorer, with a guide to provide the commentary. This notorious mountain drive takes you to one of the largest masses of ice south of the Arctic Circle, without the need to navigate the Parkway yourself. Admire the stark beauty of lakes and glaciers in the Canadian Rockies on this full-day tour, round-trip from Banff.",11h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/95/d2/ea.jpg"");"
426,https://tripadvisor.ca/AttractionProductDetail-g60826-d11478245-Northern_Lights_and_Arctic_Circle_Day_Trip_from_Fairbanks-Fairbanks_Alaska.html,"Cross the Arctic Circle and look for the Northern Lights on a full-day guided tour from Fairbanks. Travel through the remote Alaskan wilderness where you pass the Trans-Alaska Pipeline, stroll along the Yukon River, and perhaps see wildlife such as fox, moose, and bear. Return in the evening and hope to witness the Aurora Borealis (Northern Lights) in the night sky. Hotel pickup makes for a seamless trip.",14h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/02/cb/f9.jpg"");"
429,https://tripadvisor.ca/AttractionProductDetail-g155032-d11452066-Small_Group_Quebec_Wine_Tour_from_Montreal_with_Gourmet_Lunch_or_Cheese_Tasting-Montreal_Quebec.html,"Discover Quebec wine country on a small-group tasting tour to vineyards and wineries set in the rolling hills of the Quebec countryside. With half- and full-day options available, a wine tasting tour is a great way to experience Quebec wine while exploring the scenic landscape that’s just beyond Montreal city limits, and all wine tastings are included.",5–9 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/6f/0e/1d.jpg"");"
430,https://tripadvisor.ca/AttractionProductDetail-g154918-d11450069-Winter_Wildlife_Discovery_Tour-Jasper_Jasper_National_Park_Alberta.html,"Here is your chance to tour Jasper National Park in the quiet of winter. Search out wildlife with a guide practiced in spotting animals, such as elk, bighorn sheep, wolves, coyotes, and more. Learn about the area and see how lovely the Athabasca Valley in the Canadian Rockies is under a cover of ice and snow.",3h 30m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/42/ae.jpg"");"
431,https://tripadvisor.ca/AttractionProductDetail-g154948-d15750904-Whistler_Sightseeing_Tour_from_Vancouver_includes_Cypress_and_Shannon_Falls-Whistler_British_Columbia.html,"Skip the hassle of driving unfamiliar roads or waiting around for infrequent buses. This tour to Whistler picks you up directly from your Vancouver hotel or cruise terminal and takes you to Whistler where you have free time to explore, making stops at Horseshoe Bay and Shannon Falls, along the way.",10h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/0a/0e/37/34.jpg"");"
432,https://tripadvisor.ca/AttractionProductDetail-g154918-d11450072-Jasper_to_Banff_One_Way_Tour-Jasper_Jasper_National_Park_Alberta.html,"The scenery between Jasper and Banff is some of the Canadian Rockies’ best, so it’s a waste not to appreciate it fully on a journey between the two. This 1-way tour lets you make the most of the attractions, with stops at the Athabasca Falls and other sights; and time at the Columbia Icefield, including its Skywalk. A picnic lunch and select hotel pickup and drop-off make the experience complete.",10h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/42/b4.jpg"");"
433,https://tripadvisor.ca/AttractionProductDetail-g154911-d16656956-3_Day_Rocky_Mountains_Athabasca_Tour_from_Banff-Banff_Banff_National_Park_Alberta.html,"If you want to explore the mountains surrounding Banff but don’t have your own transportation, this 3-day guided tour is for you. All the driving, accommodations, and logistics are covered, so you can focus on discovering the glacial lakes, mountains, and wildlife of the Canadian Rockies. Plus, traveling with a guide and a group of fellow travelers adds a fun twist to the trip.",3 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0c/28/31.jpg"");"
434,https://tripadvisor.ca/AttractionProductDetail-g60763-d11447765-Niagara_Falls_Day_Trip_from_New_York_by_Air-New_York_City_New_York.html,"Visiting Niagara Falls from New York can take several hours by car. On this tour, maximize your time with round-trip domestic flights and a bus transfer across the border. Arrive in time for lunch at a restaurant overlooking the falls, then admire the mighty falls from both the US and Canadian sides on a Maid of the Mist boat cruise (out-of-season travelers visit Journey Behind the Falls instead).",14h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/70/51/63.jpg"");"
435,https://tripadvisor.ca/AttractionProductDetail-g154918-d11448313-Columbia_Icefield_Tour_including_the_Glacier_Skywalk_from_Jasper-Jasper_Jasper_National_Park_Alberta.html,"Glacier-fed streams, majestic peaks, and scenic valleys make traveling along the Columbia Icefields Parkway worth a visit. Riding the all-terrain Ice Explorer atop the Athabasca Glacier ensures you are captivated by the views. Stops are made at Athabasca Falls and the Icefield Discovery Centre, with included admission to the Skywalk. Transport is available from multiple pickup points in Jasper.",7h 15m,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/95/d2/ea.jpg"");"
436,https://tripadvisor.ca/AttractionProductDetail-g154948-d16692306-Vancouver_to_Whistler_Extended_Tour_7_hrs_in_Whistler_for_Activities_Gondola-Whistler_British_Columbia.html,"This extended day trip leaves you with plenty of hours to explore major attractions between Vancouver and Whistler. Traveling by Mercedes minibus, you’ll get an eagle's-eye view from Cypress Mountain, with stops at Shannon Falls and Brackendale. The guided tour ensures enough time to visit Whistler and ride Blackcomb Mountain’s Peak 2 Peak Gondola (own expense) without rushing.",12h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/11/b3/b9.jpg"");"
437,https://tripadvisor.ca/AttractionProductDetail-g155023-d15885225-Best_of_P_E_I_Tour-Charlottetown_Prince_Edward_Island.html,"See the best of beautiful Prince Edward Island in one day on this comprehensive tour. Following pickup at your hotel, explore the island by air-conditioned vehicle, and hit must-see sites like the Anne of Green Gables Welcome Centre, the Cavendish Cliffs, and Charlottetown in comfort. With your guide on hand to share the island’s maritime history, admire fine coastal views from Confederation Bridge.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/00/8c/2e.jpg"");"
438,https://tripadvisor.ca/AttractionProductDetail-g155019-d15854261-Tour_to_Niagara_Falls_From_Toronto-Toronto_Ontario.html,"Get the most out of your experience on a day tour to Niagara Falls From Toronto, 

We start the day off meeting int Toronto and driving 1.5 hours to the Niagara Region. Once in Niagara Falls, your licences tour guide will escort you to your attraction, or you will have free time to self explore. 

See the falls close up at table rock, where you will get the closest un-obstructed view of Niagara Falls. 

Board back onto the Air-Conditioned Coach and follow along the Niagara Parkway to view The Whirlpool Rapids, Queenston Heights, Floral Clock, Power Generating Stations, Worlds Smallest Chapel and Fort George. 

In the afternoon, we will have a visit to Niagara on the Lake, before heading back to Toronto

Truly the perfect day out!

*Tour itinerary is subject to change.",9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/ff/b8/be.jpg"");"
439,https://tripadvisor.ca/AttractionProductDetail-g155019-d15854262-Tour_to_Niagara_Falls_with_Cruise-Toronto_Ontario.html,"Visit the natural wonder of Niagara Falls from Toronto the easy way on this guided tour. You’ll be picked up from downtown Toronto and driven around Lake Ontario to the falls and the town of the same name. Enjoy the Hornblower cruise (in season) that takes you to the base of the falls and experience other Niagara highlights, including wine tasting.",9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/ff/b6/1d.jpg"");"
440,https://tripadvisor.ca/AttractionProductDetail-g154943-d15885286-Vancouver_Cypress_Mountain_Shannon_Falls_Sea_to_Sky_Gondola-Vancouver_British_Columbia.html,"Vantage Whistler has great reviews on Tripadvisor! We offer a unique opportunity to enjoy one of the most scenic tours in Vancouver. Starting in downtown Vancouver, wee take the winding roads along the seawall of Stanley Park and stop at the Brockton Point Lighthouse to enjoy the picturesque view of the Burrard Inlet, North Shore, and Lions Gate Bridge. The next stop is Horseshoe Bay, a quaint little town at the entrance of Howe Sound. It is also the home of the BC ferries terminal. Afterwards, we head to the scenic Sea to Sky Highway and stop at the Sea to Sky Gondola, where you will ride up to the summit and take in sweeping views of the Howe Sound fjord, the majestic coastal forest and surrounding mountains. You have the option to spend 5 hours of free time at the Sea to Sky Gondola to enjoy the suspension bridge, free tours, mountaintop yoga, rock climbing, etc., or only spend one hour there, and continue to Whistler for more excitement.",9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/0e/d2/06.jpg"");"
441,https://tripadvisor.ca/AttractionProductDetail-g154943-d15884829-1_Day_Whistler_Day_Tour_from_Vancouver-Vancouver_British_Columbia.html,"Experience one of the highlights of Western Canada during this day trip to Whistler from Vancouver. Catered to adventurous adult travelers, the itinerary packs a lot into a single day. Your guide makes stops at Shannon Falls and Brandywine Falls en route to your destination, with a half-day of free time to go for a hike, explore the village, or try an optional activity.",10h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/00/8e/96.jpg"");"
443,https://tripadvisor.ca/AttractionProductDetail-g154918-d11450071-Jasper_to_Lake_Louise_One_Way_Tour-Jasper_Jasper_National_Park_Alberta.html,"Experience the best of the Canadian Rockies on this 10-hour Jasper to Lake Louise one-way tour. Travel along the famous Icefields Parkway with your guide and enjoy panoramic views over mighty glaciers, magnificent waterfalls and sparkling mountain lakes. Stop at top attractions such as Athabasca Falls, the Weeping Wall, Bow Lake and Crowfoot Glacier. Explore the Athabasca Glacier or take the skywalk over Sunwapta Valley. Discover the breathtaking beauty of Banff and Jasper, and finish your Canadian adventure near the rolling shores of magical Lake Louise.",10h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/71/42/b2.jpg"");"
444,https://tripadvisor.ca/AttractionProductDetail-g155019-d12924620-Private_Niagara_Falls_Full_Day_Tour_from_Toronto-Toronto_Ontario.html,"Sit back and let a guide navigate out of Toronto for you on a private full-day tour to Niagara Falls. In addition to pointing out landmarks en route that visitors often miss, your guide customizes the day’s itinerary to fit your interests. After free time at the Falls and cap the tour with a private wine tasting on a Niagara region vineyard.",4–7 hours,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/e5/ee/5e.jpg"");"
445,https://tripadvisor.ca/AttractionProductDetail-g155019-d15153848-Niagara_Falls_Day_Tour_from_Toronto-Toronto_Ontario.html,See the mighty Horseshoe Falls at Niagara Falls on this convenient day tour from Toronto. Travel in comfort through the Niagara Region. Once at Niagara Falls enjoy the scenic drive along the parkway where you will see many of the town’s attractions. Make the most of your time at Niagara Falls by taking a Hornblower Cruise if you choose or discovering all the other fun available for visitors.,9h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/f1/97/ba.jpg"");"
446,https://tripadvisor.ca/AttractionProductDetail-g181771-d15090143-Wilderness_Eagle_Viewing_Float-Squamish_British_Columbia.html,"From October through April join a small group, limited to 15, for a half-day wildlife excursion and scenic float on the Squamish River. Prime eagle-viewing season runs November–February, while shoulder seasons offer sightings of elk, bear, deer, waterfowl, and the occasional cougar. Marvel at snow-dusted Stawamus Chief Mountain, spring-melt waterfalls, the old-growth forests. Lunch, warm beverages, and a professional photographer make it a truly unique experience.",4h,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/06/7b/60/b7.jpg"");"
448,https://tripadvisor.ca/AttractionProductDetail-g154913-d16809910-Banff_Yoho_Jasper_National_Parks_Summer_Tour_from_Calgary_Airport_Transfers-Calgary_Alberta.html,"The national parks of Banff, Jasper, and Yoho boast some of Canada’s most beautiful wilderness scenery, but organizing accommodation, admission fees, and transportation to explore solo takes up valuable sightseeing time. On this tour, enjoy round-trip transportation from Calgary International Airport, and explore the parks with all the key logistics covered. Discover natural attractions including Bow Falls and Sulphur Mountain, and admire uninterrupted views over the pristine countryside landscapes.",5 days,"background-image: url(""https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/36/ef/f5.jpg"");"
